abandon	ship:7159
go	on:92102	lets:42647	in:40633	to:36128	ahead:32299	get:30982	back:27208	now:25757	of:18694	over:17378	that:16865	right:14893	come:14640	away:14517	with:12822	for:12781	home:12768	again:11252	first:9305	inside:8491	together:7553	man:7493	there:6980	out:6915
god	be:26448	help:23372	youre:15298	knows:7789	bless:7759	no:6842	damn:6416	forbid:6147
goddamn	you:6780	it:2301
gods	sake:8010
goes	there:5931
going	on:109924	to:71359	down:14330	anywhere:9573	somewhere:5852	in:5640	home:3835
gone	mad:4676
gonna	be:122043	do:32378	die:20242	need:16083	happen:15757	believe:14760	love:14638	work:7410
good	to:160196	evening:40468	luck:37470	for:19378	morning:18830	enough:17434	night:11582	work:9561	news:8978	afternoon:8405	day:7581	answer:7323	riddance:7128	game:6660	times:6508	dog:6192	lad:6139	grief:5907	stuff:5664	choice:5652	call:5566	thinking:5545	shot:5532	bye:5265
goodbye	sir:7334
got	to:163748	it:26273	him:18042	into:16509	here:13892	there:11576	that:11056	this:9823	you:8600	her:7964	away:6472	company:5866	me:3008
gotta	be:41388	get:30242	help:16184	go:11623	move:5969
gotten	into:14611
grab	my:16884	it:4717	him:4406
great	to:26465	news:13071	thanks:6704	job:4062	idea:3963
grow	up:5167
guess	what:12408	so:7966	who:6025	not:5981
gun	down:3027
guys	talking:16412	come:15192	doing:8964	ready:7914	okay:7547
half	an:17081
hand	it:14500
handle	this:10621	it:3994
hands	on:50313	off:32900	behind:32791	in:24159	up:11953
hang	on:31127	in:13163	up:11309
happen	again:3534
happened	to:82933	here:11437	there:7931	then:7738	next:7155
happening	to:13919	here:5670
happens	all:26815	now:5248
happy	birthday:15636	new:12873	now:11603	halloween:7778	anniversary:6174	thanksgiving:6052
hard	to:38053	feelings:5424
has	something:16865	to:15534	it:14720	happened:5598
hates	me:7925
have	to:235120	you:220025	it:66428	the:51632	we:46815	no:39034	time:18191	an:17585	told:15600	done:15552	in:15307	much:12441	my:11498	children:7438	changed:7377	mercy:6594	some:6283	here:5013	fun:2516
havent	you:13331	changed:7937
having	fun:6236
he	was:50999	is:47945	wants:45687	look:31243	didnt:30949	talking:28185	saved:25874	doing:24949	say:23081	loves:22169	did:21771	do:20193	made:17634	started:17021	got:16257	doesnt:15873	likes:15629	does:15019	told:14560	said:13718	all:13196	like:12547	going:11371	here:11271
head	down:5697
heads	up:3324
hear	me:43842	that:26429	it:9472	something:7406	what:5086
heard	of:18794	the:13407	her:6921	him:3584	me:2691
heart	attack:7200
heil	hitler:3694
hell	is:105332	do:85481	are:70971	out:44290	be:40052	happened:26024	did:24650	were:23423	does:21880	have:20728	just:16456	no:13708	was:11063	yeah:8305	man:7477	yes:7437	not:6961	up:6280
hello	how:26604	there:7987	john:7923	jack:7816	mother:7791	son:7577	dad:7426	father:7185	sweetheart:6367	dear:5966	ladies:5644	again:5238	everybody:5221	everyone:4911	boys:4799	darling:3460	sir:3109
hells	the:33196	wrong:24467	going:17500
help	me:57878	us:24252	you:20436	her:6559	him:3923	yourself:3011
her	out:24337	name:7328	away:5623	alone:2921	go:2474
here	we:90292	let:34820	you:26379	take:19593	she:17325	they:15932	he:15646	it:14991	come:14333	boy:10348	sir:6942	look:5625	baby:5273	goes:4179
heres	the:18310	my:16275	one:7880
hes	my:37647	not:35612	the:24836	on:24494	all:18294	an:17432	got:16173	so:16116	with:15702	getting:15608	right:15164	over:15150	still:14459	in:12617	coming:10254	inside:8003	beautiful:7978	upstairs:7938	down:7884	cool:7861	married:7860	hurt:7833	nice:7623	leaving:7472
hey	whats:49765	where:48984	what:45512	how:37907	look:32104	you:28835	check:27172	are:25334	hows:25005	its:19225	excuse:17027	wake:16099	come:16097	watch:15379	stop:11749	wait:10337	george:7994	everyone:7940	jake:7939	guys:7755	pete:7644	jim:7525	max:7471	asshole:7434
hi	how:23232	its:15547	everyone:7580	girls:7169	darling:7136	there:6173	everybody:5074	sweetheart:4973	daddy:4091	sweetie:3924	baby:3703	dad:3088	mom:2999	guys:2909	honey:2752
high	five:6534
him	out:21605	down:18681	up:18150	get:16568	in:15830	on:7841	be:6684	away:3183	alone:2598	go:2346
his	name:19651	fault:7146	problem:7063	wife:5562	way:4967
hit	me:9273	him:3711	it:3101
hold	on:57012	it:44571	your:20323	the:16554	that:10989	him:9706	her:6963	tight:5804	me:4462	this:3126	still:3025	up:2619
holding	up:11960
holy	cow:4417
home	sweet:16539
hop	in:4329
hope	so:5877
how	do:153379	did:141927	are:125372	long:104190	much:91822	can:80000	could:67165	does:60763	you:55821	old:54648	is:50567	was:46441	it:33937	about:28599	many:24114	would:23414	have:23057	bad:19188	we:15350	dare:12086	cute:7945	big:7779	interesting:7243	exciting:7036
howd	you:57241	it:12586
howre	you:15123
hows	it:27178	she:13846	he:12982	that:9259	business:6734	this:4883
howve	you:17420
hurry	it:15536	up:6013
hurt	me:11186	her:7830	him:5574
hurting	me:3628
ice	cream:5065
identify	yourself:7088
if	you:51154	youll:49591	thats:36132
ignore	him:6045
ill	be:131623	take:103810	see:65794	get:54504	call:44435	tell:43188	talk:42830	do:38959	think:38144	keep:36342	look:26458	give:26409	come:26196	figure:26184	wait:25817	drink:24983	meet:23785	pay:23726	let:23643	check:23465	find:21315	go:20415	handle:18553	protect:17129
imagine	that:12823
in	the:143004	there:61455	here:28739	it:20187	your:16419	that:15895	you:15761	charge:15315	come:14569	mind:14188	what:10717	touch:8706	pain:7782	private:7634	line:7356	trouble:6516	time:6072	fact:4903	please:4349	case:3930
into	you:14122	it:7251
is	that:271421	it:224101	he:126336	this:100693	the:91988	she:68983	all:52057	there:50045	wrong:49488	your:43718	not:39427	everything:38902	so:37498	what:32713	going:30310	my:30030	something:29841	true:17521	someone:16956	anybody:16950	isnt:16539	his:16174	anything:16080	to:15778
isnt	it:41654	that:31523	he:7460	working:7172	over:6829	funny:6517	happening:6307	right:4926
it	was:217177	is:197549	out:79646	doesnt:76463	to:60026	wasnt:57198	wont:44212	up:36650	look:35117	makes:31905	from:31103	back:30451	happens:29976	go:29853	off:27049	down:25859	you:24927	has:23319	or:23092	do:22392	going:21972	on:21315	for:20988	does:19395
itll	be:33959	pass:7133	work:6569
its	not:321125	all:81238	for:63330	the:57187	too:57060	so:52082	going:51690	your:51537	my:49902	none:47712	gonna:46503	okay:45961	been:42512	as:35240	no:34767	good:31296	very:29549	me:28861	true:28283	nothing:27213	hard:26915	now:26493	more:26477	nice:25669
james	bond:7096
jesus	christ:6416
join	me:6776	us:4544
joking	right:7309
jolly	good:6547
jump	in:7151
just	let:41663	like:39200	the:33068	get:32300	hear:26672	so:26399	leave:26315	you:26155	think:22449	go:21576	take:19595	in:19437	listen:18687	say:17555	stay:17400	one:17111	keep:16686	happened:16600	this:16078	sit:16053	got:16046	hang:15402	be:15078	trust:15042
keep	your:69998	an:35945	up:32799	it:31944	that:26732	me:15627	you:14319	the:12821	going:9574	calm:6851	away:6758	trying:5728	still:5628	walking:4944	talking:4821	looking:4081	quiet:4029	moving:2605
kidding	me:37850	right:3740
kill	him:20079	you:17910	me:12301	them:8508	it:4548	her:3653
killed	him:10020	her:4568
killing	me:5597
kind	of:18186
kiss	the:15078	me:3143
kneel	down:7761
knock	yourself:13716	it:12341
know	what:261137	that:62544	about:49742	where:42755	my:29747	him:27822	me:20706	how:20334	anything:20119	why:19482	the:19382	this:18624	all:15966	her:15467	it:15222	each:14900	its:14900	nothing:6656	yet:5459	something:3009
knows	that:12299
ladies	and:29371	first:5576
last	chance:10682	night:8091	year:8005	thing:7656	one:6964	week:6387
late	for:16287
laughing	at:4051
lay	down:7012
lead	the:16793
leave	it:32644	me:29676	her:8895	us:7760	now:6125	him:5950
left	right:8004
let	me:383637	him:49246	it:40975	go:25639	us:21289	you:14037	them:13647	her:11867
lets	get:173706	go:166540	do:59581	see:44149	check:25434	move:19198	sit:17390	try:16644	have:16169	face:15724	hope:15228	find:13471	hear:13368	just:11235	celebrate:6766	drink:6349	start:6274	begin:5010	play:4650	roll:3966	dance:3858	talk:3565	eat:3123
lie	to:13505	down:3397
lied	to:11134
lighten	up:7000
lights	out:5077
like	that:75194	it:46566	me:18141	old:16416	her:7965	some:7647	you:7509	fun:6746	hell:6326	this:6223	who:4819	what:2195
likes	you:13099
line	up:6109
listen	to:145979	up:7865	carefully:3934
listening	to:27980
little	bit:5835
live	the:16293	here:13283
lock	the:14412
long	have:41167	will:26417	has:24392	live:23520	time:17899	ago:6572	story:4847
look	at:169636	what:25923	like:24468	who:24183	whos:17727	into:16854	so:16211	familiar:15181	over:13781	around:8074	different:7543	well:7466	fantastic:7402	lovely:6970	fine:6911	wonderful:6457	down:6312	back:5739	amazing:5557	man:5536	terrible:5450	up:5214	nice:5058	tired:4413
looking	at:32599	for:16344	good:10814
looks	that:16785	like:13991	good:9749
los	angeles:6276
losing	him:8044
lost	your:13513	him:7007
loud	and:15654
love	me:22015	you:18878	it:16098	her:13460	him:12951
loves	you:13316	me:12809
luck	to:14847	with:13887
lucky	me:6562	you:4955
mad	at:16373
made	it:14322
make	any:42718	it:42219	me:29096	yourself:27619	up:25793	sense:10012	way:3484
makes	you:50981	two:24288	no:16160	sense:10377
man	down:5346
many	are:15642	times:13136
mark	my:17076
marry	me:7164
matter	with:45449	what:4543
may	kiss:23233	go:4565
maybe	next:15570	youre:12755	more:5909	so:5539	later:4005	not:2711
mazel	tov:6260
me	what:74662	your:62725	out:53171	get:48169	the:45149	like:44868	talk:31389	about:27482	whats:25642	help:24476	look:24129	see:22905	ask:21906	think:20127	show:18073	have:17274	tell:16791	and:16353	excuse:16022	please:15090	handle:15059	to:14370	go:14192	neither:14134
mean	that:13608	by:11859	anything:7670	it:5542
meaning	of:30424	what:4303
meet	you:53810
meeting	you:11488
mention	it:3070
merry	christmas:2290
met	before:7042
mind	your:22393	do:15316	me:5552	that:4422
mine	too:11449
miss	me:11263	you:4657
mission	accomplished:4960
mom	please:6247
moment	please:3932
more	than:34321	do:22280	like:13162	or:13065	thing:10370	questions:5495	time:3022
morning	sir:7792	everyone:7165	gentlemen:6531
mouth	shut:7346
move	it:42260	out:34690	on:9936	away:5053	in:4895	along:4441	aside:3942	back:3830	over:3679
moving	on:4684
mr	president:5584
much	time:35934	do:31739	is:21083	for:15771	so:6206	sir:6055	obliged:5902	longer:4517	better:3369
must	be:52863	go:13651	hurry:8033
my	name:35749	fault:31747	friend:30259	wife:24320	life:22871	son:21054	hand:18938	best:17671	turn:15980	job:15926	daughter:15629	gosh:15232	dead:14918	house:14529	lord:13653	goodness:12782	business:12759	money:12191	car:11857	sister:10907	husband:10791	baby:10413	word:10395	way:10135
nailed	it:7452
name	it:12420	was:6767	again:6122	is:5533
near	me:6650
need	to:73189	some:16522	help:16181	your:12925	anything:12824	it:8002	me:4570	you:4087
never	heard:28109	mind:12628	better:5009	again:4094	know:3167
new	york:3533	year:3076
next	week:10985	time:10083	please:7572	question:6360
nice	to:118821	meeting:30326	and:13441	huh:7566	car:7023	place:4706	shot:4491	one:4421	job:4099	try:3538	work:3178
nicely	done:5973
night	sir:4133
no	its:63366	you:63181	not:56225	thats:51983	it:44107	problem:44105	one:37761	we:32530	he:31803	thank:25911	big:25167	dont:24348	youre:23127	listen:22042	they:22039	doubt:19599	way:18847	of:18198	forget:16741	such:16230	go:15922	wait:15739	absolutely:15317	can:15237
nobody	does:7607	here:6877	knows:4735	move:3467
none	of:82464	at:14840	whatsoever:7503	taken:4836
not	gonna:73675	so:46306	that:44135	for:39810	what:39445	too:37486	bad:33530	all:31166	like:30089	the:27239	good:27003	right:26277	going:24878	at:23256	you:20288	here:19999	listening:19947	true:19632	to:17997	me:17152	his:16621	this:16102	exactly:15428	worth:14579
nothing	to:87966	you:23546	we:23357	like:15270	personal:14418	at:12362	serious:5874	sir:5747	special:4991	there:4945	much:4600	here:4449	yet:4053	more:4018	else:3929	happened:3174
nothings	changed:6221	wrong:5886
now	its:40660	listen:38878	if:34839	what:34396	get:29553	come:26603	where:26050	or:17028	lets:16594	were:16060	then:14932	youre:14728	you:13103	look:10372	go:8430	please:7067
number	two:6790	one:5353
objection	your:14462
of	course:138996	here:107733	your:64666	the:64036	my:51520	it:42042	us:34893	him:28785	this:26495	you:22867	them:13805	me:11271	yourself:10888	which:7864	luck:7807	discussion:7601	her:6984	something:6069	plans:6032	that:4851	cake:4203	time:4186	story:3564	there:2902
off	me:19096	your:15263	of:12755	you:12547	to:6031	him:4914
officer	down:6256
oh	thats:69468	there:55350	no:48743	thank:47165	my:40897	come:33608	is:33591	its:32695	look:29768	you:29514	yes:29135	yeah:26161	for:23225	what:21632	here:18827	youre:16989	forget:15419	never:15263	dont:13299	all:12580	excuse:12560	shut:12450	of:12395	hell:11473
ok	lets:14989	thanks:7112	bye:7026	fine:6200	then:5829
okay	lets:28897	you:21576	here:21538	thats:19672	got:16052	hold:14775	honey:13622	its:13418	come:12309	thank:12260	all:12189	baby:11759	go:11579	man:8015	sorry:7700	mom:7312	then:7186	everybody:7178	now:6890	stop:5579	ready:5570	well:5426	wait:4899	sure:4871
okey	dokey:6104
old	is:19536	were:17481	are:12120	times:6988	man:6582
on	your:88232	come:87075	the:65724	get:56693	lets:47784	one:30989	in:30375	with:28601	it:26822	go:21106	then:20922	out:19738	this:17834	me:17766	what:17711	wake:16507	tell:16505	hang:16415	man:16278	here:16221	sit:15598	their:14858	his:14730	over:14218
once	again:7041	more:5646
one	way:34641	more:26282	of:16842	last:16839	second:15057	thing:14533	is:14329	two:12928	can:7659	else:7259	moment:6908	time:6417	condition:6217	here:5938	sec:5806	knows:5630	hour:4835	day:4444	minute:2937
only	one:48846	you:5626	way:4296
open	the:22497	your:15973	this:13823	fire:6717	it:6662	up:2295
or	leave:14073	me:7742	never:7564	worse:7299	else:6499	you:6405	something:6324	treat:4639	less:3744	not:3116	no:3050
other	way:6351	one:5797	time:5034
our	way:3461
out	of:499520	there:21471	here:11818	now:5399
outta	here:6495
over	there:33364	my:24092	here:21479	and:13394	yet:6950	now:6138	with:5953	it:5209
owe	me:4522
own	good:7613	business:3748
pardon	me:2423
partys	over:7520
pay	you:16782	up:6277	attention:4074
perfect	timing:5709
perhaps	not:6695
permission	granted:6619
phone	rings:4865
pick	up:19670	him:15082	it:12210	one:6602
piece	of:13371
piss	off:3294
place	your:14470
please	dont:77887	help:29219	listen:24603	let:23584	come:21853	be:21127	sit:17829	follow:16926	tell:14953	excuse:14815	forgive:12278	respond:7476	stop:7466	stay:7307	continue:7210	god:6259	hurry:5094	hold:5079	go:4551	leave:4408	wait:4362	sir:3967	do:3769	no:3242
pleased	to:21223
pleasure	to:23243
point	taken:6913
poor	thing:11409	baby:7873	kid:7022	girl:6680	guy:5116
praise	the:14531	god:7721
present	arms:7484
pretty	cool:17078	good:8959	much:3545
prime	minister:7008
probably	right:5322	not:3142
problem	at:17053	is:7944	solved:6051
promise	me:3221
promised	me:6309
protect	you:7531
prove	it:3356
pull	the:17128	yourself:13955	back:5419	it:5294	up:4130	over:2897
push	it:14108	me:5558
put	your:47404	it:31822	him:22906	the:21304	that:19008	this:13472	me:12358
quiet	down:5983	please:5152
quit	it:5121
quite	so:7576	right:5057
read	all:25065	this:6153	me:3798	it:3391
ready	to:28476	for:15825
real	good:5892
really	want:23941	good:15579	think:12956	great:7743	no:5643	is:4839
recognize	me:7034
red	alert:6539
release	him:6787
remain	silent:3494
remember	me:27425	that:12856	this:5802
reminds	me:7177
repeat	after:16564
rid	of:21121
right	here:49719	you:42885	all:39906	there:35794	to:35257	lets:30398	over:27221	thats:19657	go:17849	sir:16858	behind:16003	thank:15022	with:14928	come:13157	then:12795	okay:12281	this:12156	yeah:11825	now:11066	back:10055	listen:10001	on:8930	away:7293	cool:7234
rise	and:14948
roger	that:2424
room	service:5334
run	for:16279	away:4391
running	out:21657
safe	now:4363
said	that:20540	so:14586	it:9908
same	to:15673	thing:11189	here:3562
save	him:7832	yourself:6086	it:4224	me:3416
saved	my:27837	me:5232
saw	him:6507	it:5154
say	that:47622	anything:25445	your:24054	something:16364	to:16058	it:15008	no:14230	so:8851	hello:6281	yes:5040	again:4553	what:3062
saying	that:6073
says	who:3429
scared	me:3063
scaring	me:6020
screw	it:5184	you:3404
see	you:175679	it:35773	what:29651	that:24434	him:18965	anything:14974	your:13890	for:13052	about:12534	ya:10015	me:9216	this:7856	her:6642
seen	this:6883	it:6455	her:5437	him:4427
send	him:14000
sent	you:3919
set	me:14265
settle	down:3507
seven	years:7025	eight:5494
shall	we:26609	see:6564
shame	on:12395
she	is:28149	doing:26160	loves:22850	do:21972	said:21599	hates:17038	likes:16366	told:14825	did:14768	like:14741	doesnt:14631	all:13588	does:11620	was:11050	didnt:10931	go:10560	saying:7997	say:7924	goes:7453	cant:7396	want:6954	wont:6836	will:6238	dead:5616
shell	be:37217
shes	my:35961	all:14083	not:12363	perfect:7771	out:7731	dying:7687	nice:7311	back:7203	sleeping:6936	asleep:6879	hot:6576	cute:6523	sick:6129	mine:5445	pretty:5182	crazy:5087	great:4938	lying:4930	pregnant:4801	coming:4607	okay:4377	good:3866	alive:3676	beautiful:3433
shitting	me:7981
shoot	me:11263	her:7671	them:7075	it:4803	him:2818
shot	me:8049
shots	fired:5573
should	be:28406	have:23731	try:15892	do:14842	know:13285	we:11621	come:7294	go:7063
shouldnt	have:20658	be:12564
show	it:25789	some:16839	me:16536	you:11327	us:7916	him:6983	yourself:4647
shut	the:28334	up:24185	it:15241	your:12467
side	are:23865
sign	it:6226	here:4542
simple	as:32646
since	when:2811
sir	yes:14012	please:5853
sit	down:85478	up:6251	tight:5412	here:4752
six	seven:15387	months:4240
sleep	well:9096	tight:4918
slow	down:2413
smells	good:6532
snap	out:25283
so	what:197726	good:80364	whats:55026	let:43947	much:41444	are:37170	thats:29145	sweet:25626	this:25565	beautiful:21190	far:20161	cool:20135	sure:20022	long:19972	you:16976	its:16443	it:15611	now:14923	tell:14754	do:12697	be:12527	cute:11783	stupid:8047	yeah:8020
some	other:14094	respect:7739	mistake:7705	coffee:7290	help:7206	sleep:3993	rest:3717
somebody	help:7739
someone	there:7394
someones	coming:4412
something	like:26090	the:17598	is:16559	happened:12261	wrong:11327	else:10356	happen:4111
somethings	going:16977	not:13842	happening:7424	happened:6700	wrong:2822
soon	as:16543
sorry	to:65428	about:19146	were:16022	boss:8041	buddy:7837	mate:6959	what:6874	maam:6668	guys:5198	man:3892	sir:2738
sort	of:2696
sound	good:7907
sounds	good:21919	like:15791	great:8969
spare	me:7777
speak	of:23600	english:19153	to:16307	for:14575	up:3223
speaking	of:16904
spit	it:13201
split	up:7490
spread	out:4395
stand	aside:6015	there:4832	still:4380	down:3107	back:2816	by:2675	up:2528
standing	by:5851
staring	at:4019
start	the:15087	talking:8027	again:7989
started	it:7242
